HGNC_gene,h5_sample_frequency,biotype,gene_length,exon_count,exon_length_total,unique_exon_count,unique_exon_length_total,feature
ADCY8,5997,gene with protein product,260609.0,40.0,8712.0,23.0,6127.0,protein coding
ADCY9,18002,gene with protein product,163056.0,36.0,13550.0,29.0,12503.0,protein coding
ADCY10,9191,gene with protein product,104830.0,113.0,18619.0,56.0,9617.0,protein coding
ADCYAP1,7811,gene with protein product,7302.0,14.0,9081.0,11.0,6123.0,protein coding
ADCYAP1R1,7472,gene with protein product,59167.0,108.0,27318.0,30.0,9957.0,protein coding
ADD1,19341,gene with protein product,86233.0,234.0,58674.0,91.0,38190.0,protein coding
ADD2,14829,gene with protein product,160608.0,137.0,31250.0,54.0,19174.0,protein coding
ADD3,19300,gene with protein product,139198.0,115.0,20838.0,63.0,11298.0,protein coding
ADGB,8610,gene with protein product,216496.0,194.0,31408.0,99.0,17646.0,protein coding
ADGRA1,5689,gene with protein product,43752.0,11.0,7702.0,10.0,7603.0,protein coding
ADGRA2,15302,gene with protein product,60706.0,41.0,13785.0,22.0,7856.0,protein coding
ADGRA3,16523,gene with protein product,170996.0,95.0,20917.0,62.0,16889.0,protein coding
ADGRB1,13052,gene with protein product,95580.0,112.0,21921.0,61.0,13692.0,protein coding
ADGRB2,13729,gene with protein product,37777.0,267.0,47181.0,73.0,14833.0,protein coding
ADGRB3,11464,gene with protein product,755290.0,118.0,21850.0,49.0,12515.0,protein coding
ADGRD1,14311,gene with protein product,187563.0,150.0,34293.0,79.0,25011.0,protein coding
ADGRD2,7119,gene with protein product,28139.0,93.0,14513.0,57.0,9834.0,protein coding
ADGRE1,14379,gene with protein product,52894.0,113.0,16712.0,39.0,6658.0,protein coding
ADGRE2,17590,gene with protein product,46169.0,189.0,29952.0,57.0,13394.0,protein coding
ADGRE3,12097,gene with protein product,70911.0,61.0,9172.0,26.0,3884.0,protein coding
ADGRE5,19020,gene with protein product,28225.0,106.0,16410.0,53.0,9719.0,protein coding
ADGRF1,9630,gene with protein product,44643.0,101.0,29277.0,54.0,21406.0,protein coding
ADGRF3,14328,gene with protein product,38645.0,99.0,27532.0,50.0,14470.0,protein coding
ADGRF4,6604,gene with protein product,36158.0,31.0,9277.0,15.0,4359.0,protein coding
ADGRF5,11267,gene with protein product,102422.0,49.0,12586.0,30.0,8601.0,protein coding
ADGRG1,18638,gene with protein product,54929.0,439.0,86665.0,184.0,47403.0,protein coding
ADGRG2,10761,gene with protein product,133331.0,279.0,51511.0,46.0,17158.0,protein coding
ADGRG3,12767,gene with protein product,21102.0,52.0,10261.0,33.0,7523.0,protein coding
ADGRG4,4901,gene with protein product,115928.0,73.0,28724.0,30.0,10911.0,protein coding
ADGRG5,15980,gene with protein product,49039.0,58.0,15160.0,35.0,11883.0,protein coding
ADGRG6,14828,gene with protein product,144413.0,139.0,35448.0,61.0,23098.0,protein coding
ADGRG7,5432,gene with protein product,85879.0,37.0,8328.0,30.0,7138.0,protein coding
ADGRL1,17876,gene with protein product,58445.0,70.0,19508.0,41.0,11012.0,protein coding
ADGRL2,12606,gene with protein product,687786.0,666.0,181818.0,123.0,73378.0,protein coding
ADGRL3,10761,gene with protein product,878010.0,392.0,97483.0,52.0,34577.0,protein coding
ADGRL4,10750,gene with protein product,392361.0,159.0,28091.0,67.0,14647.0,protein coding
ADGRV1,14292,gene with protein product,635094.0,494.0,112990.0,259.0,67585.0,protein coding
ADH1A,4461,gene with protein product,14635.0,18.0,3368.0,17.0,3266.0,protein coding
ADH1B,9877,gene with protein product,16431.0,41.0,19670.0,27.0,17500.0,protein coding
ADH1C,6021,gene with protein product,16250.0,26.0,3471.0,18.0,2386.0,protein coding
ADH4,6855,gene with protein product,34136.0,73.0,10895.0,41.0,6350.0,protein coding
ADH5,19304,gene with protein product,17824.0,73.0,13311.0,41.0,8789.0,protein coding
ADH6,7878,gene with protein product,16900.0,44.0,11506.0,27.0,8782.0,protein coding
ADH7,3936,gene with protein product,23250.0,44.0,8298.0,22.0,4964.0,protein coding
ADHFE1,18156,gene with protein product,36416.0,140.0,19717.0,60.0,10035.0,protein coding
ADI1,19246,gene with protein product,22166.0,10.0,6705.0,8.0,6405.0,protein coding
ADIG,2748,gene with protein product,7269.0,11.0,2545.0,8.0,1822.0,protein coding
ADIPOQ,4398,gene with protein product,15760.0,7.0,9141.0,5.0,4639.0,protein coding
ADIPOR1,19295,gene with protein product,17747.0,31.0,7253.0,18.0,5046.0,protein coding
ADIPOR2,19160,gene with protein product,100101.0,24.0,7219.0,24.0,7219.0,protein coding
ADIRF,15159,gene with protein product,15503.0,9.0,1556.0,7.0,1053.0,protein coding
ADISSP,18835,gene with protein product,14274.0,21.0,5221.0,9.0,2071.0,protein coding
ADK,19235,gene with protein product,558762.0,126.0,21071.0,53.0,12896.0,protein coding
ADM,17891,gene with protein product,2325.0,26.0,9538.0,18.0,8432.0,protein coding
ADM2,13714,gene with protein product,4898.0,5.0,8489.0,5.0,8489.0,protein coding
ADM5,15113,gene with protein product,982.0,2.0,788.0,2.0,788.0,protein coding
ADNP,19266,gene with protein product,42522.0,38.0,43299.0,24.0,35814.0,protein coding
ADNP2,18921,gene with protein product,38262.0,18.0,7631.0,14.0,7240.0,protein coding
ADO,18659,gene with protein product,3760.0,2.0,7520.0,1.0,3760.0,protein coding
ADORA1,10864,gene with protein product,76752.0,22.0,14778.0,17.0,11284.0,protein coding
ADORA2A,11114,gene with protein product,24479.0,41.0,18331.0,29.0,11509.0,protein coding
ADORA2B,15539,gene with protein product,30617.0,3.0,3397.0,3.0,3397.0,protein coding
ADORA3,10398,gene with protein product,4205.0,8.0,4652.0,8.0,4652.0,protein coding
ADPGK,19242,gene with protein product,34553.0,60.0,22081.0,40.0,18169.0,protein coding
ADPRH,17672,gene with protein product,10678.0,25.0,14097.0,18.0,9530.0,protein coding
ADPRHL1,15174,gene with protein product,53878.0,29.0,23161.0,15.0,21115.0,protein coding
ADPRM,18595,gene with protein product,13965.0,13.0,5020.0,13.0,5020.0,protein coding
ADPRS,18835,gene with protein product,5041.0,6.0,1651.0,6.0,1651.0,protein coding
ADRA1A,6909,gene with protein product,119129.0,30.0,21072.0,21.0,13145.0,protein coding
ADRA1B,6274,gene with protein product,107933.0,7.0,3531.0,7.0,3531.0,protein coding
ADRA1D,6622,gene with protein product,28658.0,4.0,3454.0,4.0,3454.0,protein coding
ADRA2A,12055,gene with protein product,3879.0,1.0,3879.0,1.0,3879.0,protein coding
ADRA2B,10658,gene with protein product,3696.0,1.0,3696.0,1.0,3696.0,protein coding
ADRA2C,8600,gene with protein product,2179.0,3.0,3742.0,3.0,3742.0,protein coding
ADRB1,14316,gene with protein product,3039.0,1.0,3039.0,1.0,3039.0,protein coding
ADRB2,18202,gene with protein product,2013.0,1.0,2013.0,1.0,2013.0,protein coding
ADRB3,4403,gene with protein product,3610.0,3.0,4209.0,3.0,4209.0,protein coding
ADRM1,19230,gene with protein product,6770.0,36.0,5635.0,17.0,2943.0,protein coding
ADSL,18506,gene with protein product,44003.0,321.0,62059.0,90.0,32542.0,protein coding
ADSS1,16734,gene with protein product,23152.0,90.0,16683.0,46.0,10524.0,protein coding
ADSS2,19111,gene with protein product,43416.0,22.0,4294.0,22.0,4294.0,protein coding
ADTRP,16884,gene with protein product,94993.0,50.0,9721.0,32.0,7127.0,protein coding
AEBP1,17583,gene with protein product,10218.0,62.0,12776.0,47.0,10495.0,protein coding
AEBP2,19144,gene with protein product,316757.0,63.0,17794.0,27.0,13513.0,protein coding
AEN,18778,gene with protein product,10945.0,14.0,11592.0,14.0,11592.0,protein coding
AFAP1,17979,gene with protein product,181213.0,92.0,35541.0,44.0,23444.0,protein coding
AFAP1L1,12943,gene with protein product,71779.0,66.0,14034.0,44.0,11165.0,protein coding
AFAP1L2,16858,gene with protein product,109933.0,83.0,17712.0,42.0,10979.0,protein coding
AFDN,18650,gene with protein product,145131.0,396.0,85546.0,111.0,36105.0,protein coding
AFF1,19296,gene with protein product,206038.0,123.0,39129.0,48.0,26039.0,protein coding
AFF2,12997,gene with protein product,500047.0,115.0,42672.0,53.0,21957.0,protein coding
AFF3,17726,gene with protein product,647010.0,232.0,57332.0,92.0,31955.0,protein coding
AFF4,19381,gene with protein product,88240.0,76.0,19389.0,46.0,15073.0,protein coding
AFG1L,17804,gene with protein product,231806.0,46.0,12517.0,32.0,11006.0,protein coding
AFG3L2,19268,gene with protein product,48284.0,126.0,30123.0,51.0,18283.0,protein coding
AFM,2757,gene with protein product,22257.0,17.0,2413.0,17.0,2413.0,protein coding
AFMID,18857,gene with protein product,20345.0,82.0,12178.0,45.0,9112.0,protein coding
AFP,5932,gene with protein product,25037.0,46.0,6751.0,30.0,4679.0,protein coding
AFTPH,19342,gene with protein product,68707.0,100.0,38794.0,38.0,16726.0,protein coding
AGA,19080,gene with protein product,11664.0,31.0,5103.0,23.0,4058.0,protein coding
AGAP1,17479,gene with protein product,637751.0,151.0,40163.0,39.0,22723.0,protein coding
AGAP2,17503,gene with protein product,18397.0,60.0,15890.0,24.0,9721.0,protein coding
AGAP3,18877,gene with protein product,58606.0,141.0,28591.0,80.0,20467.0,protein coding
AGAP4,17491,gene with protein product,28282.0,30.0,6647.0,24.0,6285.0,protein coding
AGAP5,15901,gene with protein product,23823.0,19.0,5646.0,14.0,5353.0,protein coding
AGAP6,16682,gene with protein product,29465.0,71.0,25589.0,34.0,16027.0,protein coding
AGAP9,15160,gene with protein product,21785.0,8.0,2387.0,8.0,2387.0,protein coding
AGAP11,1447,"RNA, long non-coding",8270.0,4.0,1740.0,4.0,1740.0,lncRNA
AGBL1,6574,gene with protein product,969299.0,72.0,23481.0,44.0,19047.0,protein coding
AGBL2,15650,gene with protein product,55799.0,95.0,17062.0,55.0,11675.0,protein coding
AGBL3,17385,gene with protein product,161456.0,66.0,13907.0,38.0,9369.0,protein coding
AGBL4,10627,gene with protein product,1491101.0,40.0,10359.0,23.0,8444.0,protein coding
AGBL5,18639,gene with protein product,28259.0,72.0,15629.0,42.0,9716.0,protein coding
AGER,17655,gene with protein product,3355.0,99.0,14424.0,44.0,6456.0,protein coding
AGFG1,19262,gene with protein product,89066.0,80.0,19576.0,31.0,12996.0,protein coding
AGFG2,18354,gene with protein product,29018.0,40.0,9853.0,31.0,8924.0,protein coding
AGGF1,19085,gene with protein product,35984.0,26.0,7009.0,24.0,6703.0,protein coding
AGK,18820,gene with protein product,103967.0,292.0,44047.0,88.0,28189.0,protein coding
AGL,19106,gene with protein product,73663.0,239.0,50772.0,74.0,18119.0,protein coding
AGMAT,17479,gene with protein product,13353.0,7.0,3095.0,7.0,3095.0,protein coding
AGMO,9450,gene with protein product,361699.0,21.0,3998.0,18.0,3703.0,protein coding
AGO1,19118,gene with protein product,60725.0,142.0,49324.0,52.0,25435.0,protein coding
AGO2,19223,gene with protein product,115478.0,74.0,23901.0,54.0,21193.0,protein coding
AGO3,19252,gene with protein product,141783.0,75.0,30381.0,53.0,27041.0,protein coding
AGO4,18914,gene with protein product,49875.0,23.0,8091.0,23.0,8091.0,protein coding
AGPAT1,18986,gene with protein product,9885.0,52.0,16195.0,21.0,6474.0,protein coding
AGPAT2,18970,gene with protein product,14315.0,17.0,4465.0,13.0,3297.0,protein coding
AGPAT3,19218,gene with protein product,122370.0,113.0,38068.0,54.0,24582.0,protein coding
AGPAT4,18273,gene with protein product,144095.0,33.0,24007.0,28.0,23124.0,protein coding
AGPAT5,19021,gene with protein product,52862.0,31.0,10703.0,27.0,10205.0,protein coding
AGPS,19185,gene with protein product,174279.0,423.0,117737.0,83.0,43788.0,protein coding
AGR2,10392,gene with protein product,41623.0,36.0,5094.0,22.0,4024.0,protein coding
AGR3,8423,gene with protein product,22576.0,24.0,2281.0,14.0,1545.0,protein coding
AGRN,17506,gene with protein product,35999.0,165.0,35898.0,60.0,16094.0,protein coding
AGRP,8759,gene with protein product,977.0,4.0,498.0,4.0,498.0,protein coding
AGT,10405,gene with protein product,54801.0,70.0,50884.0,29.0,25211.0,protein coding
AGTPBP1,19038,gene with protein product,195491.0,128.0,20524.0,48.0,8395.0,protein coding
AGTR1,9143,gene with protein product,45225.0,25.0,17199.0,17.0,9927.0,protein coding
AGTR2,2787,gene with protein product,4231.0,6.0,5677.0,6.0,5677.0,protein coding
AGTRAP,19175,gene with protein product,18719.0,68.0,12780.0,45.0,10003.0,protein coding
AGXT,4511,gene with protein product,11679.0,23.0,7079.0,23.0,7079.0,protein coding
AGXT2,5096,gene with protein product,50035.0,53.0,9678.0,32.0,7297.0,protein coding
AHCTF1,19235,gene with protein product,92851.0,151.0,37689.0,73.0,19159.0,protein coding
AHCY,19144,gene with protein product,31535.0,39.0,9060.0,29.0,7695.0,protein coding
AHCYL1,19336,gene with protein product,38978.0,65.0,12861.0,36.0,10041.0,protein coding
AHCYL2,18628,gene with protein product,205182.0,115.0,19971.0,47.0,10137.0,protein coding
AHDC1,18806,gene with protein product,70397.0,91.0,45132.0,45.0,14789.0,protein coding
AHI1,19198,gene with protein product,215028.0,1202.0,298954.0,168.0,105397.0,protein coding
AHNAK,19352,gene with protein product,122694.0,37.0,23590.0,22.0,21385.0,protein coding
AHNAK2,12640,gene with protein product,41131.0,18.0,41815.0,18.0,41815.0,protein coding
AHR,18959,gene with protein product,429794.0,47.0,19704.0,28.0,14965.0,protein coding
AHRR,12962,gene with protein product,116578.0,58.0,23254.0,34.0,20248.0,protein coding
AHSA1,19318,gene with protein product,11603.0,66.0,10216.0,40.0,7179.0,protein coding
AHSG,5590,gene with protein product,8259.0,18.0,4396.0,14.0,4014.0,protein coding
AHSP,7558,gene with protein product,904.0,9.0,1092.0,8.0,1013.0,protein coding
AICDA,9005,gene with protein product,11088.0,41.0,22282.0,25.0,17010.0,protein coding
AIDA,19178,gene with protein product,45198.0,49.0,10531.0,28.0,8748.0,protein coding
AIF1,17890,gene with protein product,1805.0,22.0,3776.0,15.0,3011.0,protein coding
AIF1L,13737,gene with protein product,26677.0,53.0,20628.0,36.0,19296.0,protein coding
AIFM1,19050,gene with protein product,41214.0,398.0,64019.0,105.0,28317.0,protein coding
AIFM2,18342,gene with protein product,34712.0,31.0,9903.0,19.0,8319.0,protein coding
AIFM3,15285,gene with protein product,16253.0,193.0,25525.0,73.0,12254.0,protein coding
AIG1,19221,gene with protein product,280563.0,47.0,16326.0,25.0,13428.0,protein coding
AIM2,16799,gene with protein product,126245.0,43.0,14706.0,28.0,11408.0,protein coding
AIMP1,19382,gene with protein product,33913.0,121.0,45485.0,49.0,32868.0,protein coding
AIMP2,19014,gene with protein product,14580.0,15.0,3942.0,13.0,3478.0,protein coding
AIP,18950,gene with protein product,22981.0,59.0,13148.0,28.0,7593.0,protein coding
AIPL1,8580,gene with protein product,41507.0,57.0,18553.0,29.0,11596.0,protein coding
AIRE,10370,gene with protein product,12811.0,55.0,12045.0,36.0,8845.0,protein coding
AIRN,9302,"RNA, long non-coding",4374.0,4.0,5863.0,4.0,5863.0,lncRNA
AJAP1,11152,gene with protein product,137926.0,14.0,14783.0,10.0,13517.0,protein coding
AJM1,14272,gene with protein product,6324.0,3.0,4642.0,3.0,4642.0,protein coding
AJUBA,12862,gene with protein product,11375.0,36.0,9761.0,22.0,8696.0,protein coding
AK1,18587,gene with protein product,11190.0,34.0,5316.0,22.0,3986.0,protein coding
AK2,19380,gene with protein product,73011.0,146.0,77796.0,64.0,63645.0,protein coding
AK3,19338,gene with protein product,32488.0,19.0,10489.0,12.0,9493.0,protein coding
AK4,17294,gene with protein product,84597.0,43.0,25737.0,22.0,10671.0,protein coding
AK5,15982,gene with protein product,277948.0,70.0,14316.0,53.0,12256.0,protein coding
AK6,16232,gene with protein product,19030.0,21.0,4622.0,12.0,3816.0,protein coding
AK7,13000,gene with protein product,97300.0,31.0,6475.0,30.0,6316.0,protein coding
AK8,13826,gene with protein product,153200.0,44.0,6769.0,33.0,4854.0,protein coding
AK9,18740,gene with protein product,198363.0,143.0,24100.0,76.0,15467.0,protein coding
AKAIN1,3968,gene with protein product,54593.0,4.0,3588.0,4.0,3588.0,protein coding
AKAP1,19026,gene with protein product,36255.0,120.0,31900.0,60.0,14835.0,protein coding
AKAP3,13249,gene with protein product,33544.0,24.0,8932.0,17.0,5942.0,protein coding
AKAP4,1138,gene with protein product,10231.0,34.0,11022.0,17.0,7125.0,protein coding
AKAP5,17453,gene with protein product,9005.0,3.0,9088.0,3.0,9088.0,protein coding
AKAP6,15509,gene with protein product,508387.0,77.0,34100.0,49.0,25698.0,protein coding
AKAP7,18857,gene with protein product,148069.0,51.0,17587.0,35.0,12319.0,protein coding
AKAP8,19221,gene with protein product,26431.0,142.0,37276.0,46.0,16016.0,protein coding
AKAP8L,19051,gene with protein product,39092.0,457.0,88174.0,93.0,32583.0,protein coding
AKAP9,19419,gene with protein product,169834.0,1089.0,285747.0,151.0,54155.0,protein coding
AKAP10,19088,gene with protein product,74042.0,68.0,11370.0,44.0,8105.0,protein coding
AKAP11,19207,gene with protein product,51110.0,13.0,9915.0,13.0,9915.0,protein coding
AKAP12,16457,gene with protein product,118593.0,17.0,28101.0,11.0,10724.0,protein coding
AKAP13,19404,gene with protein product,368788.0,233.0,58912.0,99.0,32507.0,protein coding
AKAP14,7610,gene with protein product,24880.0,23.0,3123.0,13.0,1899.0,protein coding
AKAP17A,18076,gene with protein product,10917.0,15.0,8618.0,10.0,6517.0,protein coding
AKIP1,19029,gene with protein product,8946.0,50.0,10534.0,26.0,7151.0,protein coding
AKIRIN1,19352,gene with protein product,14784.0,17.0,5979.0,10.0,4970.0,protein coding
AKIRIN2,19293,gene with protein product,27374.0,7.0,2311.0,7.0,2311.0,protein coding
AKNA,19202,gene with protein product,60250.0,114.0,34428.0,44.0,17640.0,protein coding
AKNAD1,10654,gene with protein product,147587.0,91.0,18654.0,41.0,9400.0,protein coding
AKR1A1,19400,gene with protein product,19507.0,76.0,12197.0,41.0,7743.0,protein coding
AKR1B1,19273,gene with protein product,16929.0,74.0,12448.0,44.0,8758.0,protein coding
AKR1B10,7729,gene with protein product,13846.0,25.0,3784.0,24.0,3422.0,protein coding
